ncm;cnro_enmienda;ncm_descri
40094290;006;Tubos de caucho vulcanizado,s/endurecer,reforzados y combinados de otro modo c/otras materias,c/accesorios,excluido c/presion de ruptura >=17,3 Mpa,
40101100;006;Correas transportadoras de caucho vulcanizado,reforzadas c/metal
40101900;006;Correas transportadoras de caucho vulcanizado excluidas reforzadas c/metal,materia textil y plastico
40103200;006;Correas de transmision s/fin,s/estriar,de caucho vulcanizado,circunferencia > a  60cm.y <= a 180cm.,seccion trapezoidal
40103300;006;Correas de transmision s/fin,estriadas,de caucho vulcanizado,circunferencia > a 180cm.y <= a 240cm.,seccion trapezoidal
40103400;006;Correas de transmision s/fin,s/estriar,de caucho vulcanizado,circunferencia > a 180cm.y <= a 240cm.,seccion trapezoidal
40103600;006;Correas de transmision s/fin,de caucho vulcanizado,circunferencia > a 150cm.y <= a 198cm.,c/muescas
40111000;006;Neumaticos de caucho,nuevos,utilizados en automoviles de turismo
40112090;006;Neumaticos de caucho,nuevos,utilizados en autobuses o camiones,excluidos de medida 11,00-24
40115000;006;Neumaticos de caucho,nuevos,utilizados en bicicletas
30043931;006;Medicamentos c/hemisuccinato de Estradiol acondicionados p/la venta por menor
30043982;006;Medicamentos a base de liotironina sodica acondicionada p/la venta por menor
30043918;006;Medicamentos c/Triptorelina o sus sales,acondicionados p/la venta por menor
30043933;006;Medicamentos c/Estriol o su succinato,acondicionados p/la venta por menor
30043936;006;Medicamentos c/acetato de Megestrol acondicionados p/la venta por menor
30043921;006;Medicamentos c/LH-RH(gonadorelina),acondicionados p/la venta por menor
30043934;006;Medicamentos c/Alilestrenol acondicionados p/la venta por menor
30043937;006;Medicamentos c/Desogestrel acondicionados p/la venta por menor
30043925;006;Medicamentos c/Calcitonina acondicionados p/la venta por menor
30043924;006;Medicamentos c/timosinas acondicionados p/la venta por menor
30043927;006;Medicamentos c/goserelina acondicionada p/la venta por menor
30045030;006;Medicamentos c/Hidroxocobalamina o sus sales,Cianocobalamina,acondicionados p/la venta por menor
30045020;006;Medicamentos c/acido Nicotinico o su sal sodica,Nicotinamida,acondicionados p/la venta por menor
29031120;006;Cloroetano(cloruro de etilo)
29031500;006;1,2-Dicloroetano(dicloruro de etileno)
29031910;006;1,1,1,-Tricloroetano
29032300;006;Tetracloroetileno(percloroetileno)
29159033;006;Miristato de isopropilo
29159041;006;Acido laurico
29161110;006;Acido acrilico
29161240;006;Esteres del acido acrilico: de 2-etilhexilo
29161210;006;Esteres del acido acrilico: de metilo
29161310;006;Acido metecrilico
29161410;006;Esteres del acido metacrilico: de metilo
29161519;006;Acido oleico,sus sales y esteres,excluido oleato de manitol
29161929;006;Sales y esteres del acido undecilenico,excluido undecilenato de metilo
29157040;006;Esteres del acido estearico
29159039;006;Sales y esteres del acido miristico y del acido caprilico,excluido miristato de isopropilo
29159021;006;Acido 2-etilhexanoico(acido etilhexoico)
29339959;006;Compuestos heterociclicos ncop.cuya estructura contenga un ciclo imidazol ncop.
29339939;006;Compuestos heterociclicos ncop.cuya estructura contenga un ciclo azepina ncop.
29339999;006;Compuestos heterociclicos c/heteroatomos de nitrogeno,ncop.
29339953;006;Albendazol y su sulfonico
29339996;006;Hidrazida maleica
29339932;006;Carbamazepina
29339952;006;Oxfendazol
29341090;006;Otros compuestos heterociclicos ncop.,c/un ciclo tiazol,s/condensar,ncop.
29341030;006;Tiabendazol
29342033;006;2-(Diciclohexilaminotio)benzotiazol(N,N-diciclohexil-benzotiazol-sulfenamida)
29342039;006;Otros compuestos heterociclicos ncop.,c/benzotiazol sulfenamidas,ncop.
29342031;006;2-(Terbutilaminotio)Benzotiazol(N-terbutil-benzotiazol-sulfenamida)
29342020;006;Disulfuro de benzotiazilo
29343090;006;Otros compuestos heterociclicos ncop.,c/ciclos de fenotiazina s/otras condensaciones,ncop.
29349160;006;Pemolina y sus sales
29349929;006;Compuestos heterociclicos c/exclusivamente 3 heteroatomos de nitrogeno y oxigeno excluido los acidos nucleicos y sus sales y los productos c/ciclo oxazina,s/heteroatomos de azufre
29349949;006;Compuestos heterociclicos c/exclusivamente hasta 2 heteroatomos de azufre o 1 de azufre y 1 de nitrogeno,ncop.
29349969;006;Compuestos heterociclicos c/exclusivamente heteroatomos de azufre o de azufre y nitrogeno ncop.
29349919;006;Compuestos heterociclicos c/ciclo oxazina,s/heteroatomos de azufre,ncop.
29349992;006;Maleato acido de timolol
29349932;006;Clorhidrato de Prazosina
29349927;006;Estavudina
48115122;006;Papel y carton blanqueados,de peso > a 150 g/cm2.,recubiertos  o revestidos de polietileno,estratificado c/aluminio,impreso,excluido los adhesivos
48115121;006;Papel y carton blanqueados,de peso > a 150 g/cm2.,recubiertos  o revestidos de siliconas,excluido los adhesivos
48114910;006;Papel y carton engomados o adhesivos,ncop.,en tiras o bobinas de anchura <= a 15 cm. u hojas cuyos lados sean <= a 360 mm.medidos s/plegar
48114190;006;Papel y carton autoadhesivos,ncop.
48111090;006;Papel y carton alquitranados,embetunados o asfaltados,ncop.
38089995;006;Nematicidas ncop.,acondicionados p/la venta por menor
38089996;006;Raticidas ncop.acondicionados p/la venta por menor
38130030;006;Preparaciones y cargas p/aparatos extintores y similares que contengan hidroclorofluorocarburos del metano,del etano o del propano(HCFC)
38130090;006;Preparaciones y cargas p/aparatos extintores y similares ncop.
38140090;006;Disolventes y diluyentes organicos compuestos,preparaciones p/quitar pinturas o barnices ncop.
38089999;006;Insecticidas,raticidas,fungicidas,herbicidas,desinfectantes y productos similares ncop.acondicionados p/la venta por menor
38130010;006;Preparaciones y cargas p/aparatos extintores y similares que contengan bromoclorodifluorometano,bromotrifluorometano o dibromotetrafluoroetanos
38130020;006;Preparaciones y cargas p/aparatos extintores y similares que contengan hidrobromofluorocarburos del metano,del etano o del propano(HBFC)
38130040;006;Preparaciones y cargas p/aparatos extintores y similares que contengan bromoclorometano
38140010;006;Disolventes y diluyentes organicos compuestos ncop.,preparaciones p/quitar pinturas o barnices que contengan clorofluorocarburos del metano,del etano o del propano(CFC),incluido que contengan hidroclorofluorocarburos(HCFC)
38140020;006;Disolventes y diluyentes organicos compuestos ncop.,preparaciones p/quitar pinturas o barnices que contengan hidroclorofluorocarburos del metano, del etano o del propano (HCFC),pero que no clorofluorocarburos (CFC)
38140030;006;Disolventes y diluyentes organicos compuestos ncop.,preparaciones p/quitar pinturas o barnices que contengan tetracloruro de carbono,bromoclorometano o 1,1,1-tricloroetano(metilcloroformo)
03049211;006;Cachetes de merluza negra congelados
03049212;006;Collares de merluza negra congelados
39172100;006;Tubos rigidos de polimeros de etileno
39171029;006;Tripas artificiales de plasticos celulosicos,ncop.
39169090;006;Barras,varillas y perfiles de otros plasticos ncop.
39169010;006;Monofilamentos de otros plasticos ncop.
39161000;006;Monofilamentos,barras,varillas y perfiles de polimero de etileno
39153000;006;Desechos y recortes de polimeros de cloruro de vinilo
39151000;006;Desechos y recortes de polimeros de etileno
39140090;006;Intercambiadores de iones a base de polimeros de las part.3901 a 3913 ncop.,en formas primarias
39139090;006;Polimeros naturales y naturales modificados ncop.,en formas primarias
39139050;006;Quitosan,sus sales o derivados,en formas primarias
39139020;006;Goma xantana en formas primarias
39139012;006;Caucho clorado en formas primarias ncop.
39131000;006;Acido alginico,sus sales y esteres,en formas primarias
39129090;006;Celulosa y sus derivados quimicos ncop.en formas primarias
39129031;006;Celulosa microcristalina en polvo
39129010;006;Propionato de celulosa en formas primarias
39123930;006;Etilcelulosas ncop.en formas primarias
39123920;006;Metilcelulosas ncop.en formas primarias
39123910;006;Metil-,etil- y propilcelulosa,hidroxiladas,en formas primarias
39123129;006;Sales de carboximetilcelulosa ncop.,en formas primarias
39123111;006;Carboximetilcelulosa c/contenido de carboximetilcelulosa >= 75%,en formas primarias
39079999;006;Poliesteres en formas primarias,ncop.
39079991;006;Poliesteres ncop.,en liquido,pastas,dispersiones o disoluciones
39079911;006;Politereftalato de butileno,c/carga de fibra de vidrio,en formas primarias
39075090;006;Resinas alcidicas en formas primarias,ncop.
39074090;006;Policarbonatos en formas primarias ncop.
39073029;006;Resinas epoxi s/carga,en formas primarias,ncop.
39073019;006;Resinas epoxi c/carga en formas primarias,ncop.
39072090;006;Polieteres en formas primarias,ncop.
39072039;006;Polieterpolioles en formas primarias,ncop.
41079210;006;Cueros y pieles de bovino excluido enteros,preparados despues del curtido o secado,o apergaminados,depilados,divididos c/la flor
41079990;006;Cueros y pieles de equino excluido enteros,preparados despues del curtido o secado,o apergaminados,depilados,ncop.
41120000;006;Cueros preparados despues del curtido o secado,cueros y pieles apergaminados,de ovino,depilados,excluido los de la partida 4114
41131010;006;Cueros y pieles depilados de caprino,curtidos al cromo,acabados
41133000;006;Cueros y pieles de reptil,preparadas despues del curtido o secado,apergaminados
40082100;006;Placas,hojas y tiras de caucho no celular,vulcanizado,s/endurecer
40091100;006;Tubos de caucho vulcanizado,s/endurecer,reforzar y combinar de otro modo c/otras materias,s/accesorios
40091290;006;Tubos de caucho vulcanizado,s/endurecer,reforzar y combinar de otro modo c/otras materias,c/accesorios,excluido c/presion de ruptura >=17,3 MPa
40091210;006;Tubos de caucho vulcanizado,s/endurecer,reforzar y combinar de otro modo c/otras materias,c/presion de ruptura >=17,3 MPa,c/accesorios
59022000;006;Napas tramadas p/neumaticos,de poliester
59021010;006;Napas tramadas p/neumaticos,de nailon u otras poliamidas,impregnadas o recubiertas de caucho
59011000;006;Tejidos recubiertos de cola o materias amilaceas,p/encuadernacion,cartonaje,estucheria o similares
58109200;006;Bordados de fibras sinteticas o artificiales en piezas,tiras o motivos
58109100;006;Bordados de algodon,en piezas,tiras o motivos
58101000;006;Bordados quimicos o aereos,bordados c/fondo recortado,en piezas,tiras o motivos
58090000;006;Tejidos de hilo de metal,hilados metalicos o metalizados,p/prendas de vestir o mobiliario,ncop.
58089000;006;Articulos de pasamaneria y similares,en piezas,s/bordar,bellotas,madro?os,pompones y similares de materia textil
58081000;006;Trenzas de materias textiles, en piezas
58079000;006;Etiquetas,escudos y articulos similares de materia textil,s/bordar,excluidos tejidos
58071000;006;Etiquetas,escudos y articulos similares de materia textil,tejidos,s/bordar
58064000;006;Cintas s/trama de hilados o fibras paralelizados y aglutinados
58063900;006;Cintas de otras materias textiles no expresadas ni comprendidas en otra parte
58063200;006;Cintas de fibras sinteticas o artificiales
58063100;006;Cintas de algodon
58062000;006;Cintas,c/contenidos de hilos de elastomero o de caucho, en peso >= a 5%
74072910;006;Barras de otras aleaciones de cobre,ncop.
73239900;006;Articulos de uso domestico y partes,de hierro o acero,s/esmaltar
73259100;006;Bolas y articulos similares p/molinos,moldeadas,de fundicion,hierro o acero
73170020;006;Grapas de alambre curvado,de fundicion,hierro o acero
73181300;006;Escarpias y armellas,roscadas,de fundicion,hierro o acero
73151210;006;Cadenas de transmision,de fundicion,hierro o acero
73023000;006;Agujas,puntas de corazon y elementos p/cruce y cambio de vias ferreas,de fundicion,hierro o acero
73042939;006;Tubos s/costura,aceros aleados s/revestir,p/entubacion o produccion de pozos de petroleo o gas,ncop.
29183090;006;Acidos carboxilicos c/funcion aldehido o cetona,s/otra funcion oxigenada,ncop.
29161520;006;Acidos linoleico o linolenico,sus sales y esteres
29171110;006;Acido oxalico y sus sales
29173919;006;Acido m-ftalico y sus sales
29181500;006;Sales y esteres del acido citrico
29141910;006;Forona
29142310;006;Iononas
29143100;006;Fenilacetona(fenilpropan-2-ona)
18062000;006;Preparaciones de cacao ncop.,en envases > a 2 kg.
19021100;006;Pastas alimenticias c/huevo,s/cocer ni rellenar,
08135000;006;Mezclas de frutos,secos o de frutos de cascara
08119000;006;Frutas ncop.congeladas
01041090;006;Animales ovinos,excluidos reproductores de raza pura
01051200;006;Pavos vivos,de peso <= a 185 g.
01063200;006;Aves psitaciformes incluidos loros,guacamayos,cacatuas y otros papagayos
03019210;006;Anguilas p/reproduccion
89080000;006;Barcos y otros artefactos flotantes p/desguace
72041000;006;Desperdicios y desechos de fundicion
55052000;006;Desperdicios de fibras artificiales
52029900;006;Desperdicios de algodon excluidos de hilados e hilachas
39152000;006;Desechos y recortes de polimeros de estireno
38040020;006;Lignosulfonatos
26203000;006;Residuos,excluidos de la siderurgia,que contengan principalmente cobre
23024000;006;Salvados,moyuelos y residuos de cereales ncop.
07051900;006;Lechuga  fresca o refrigerada excluida repollada
07082000;006;Porotos(alubias,frijoles,judias)frescos o refrigerados
07095100;006;Hongos frescos o refrigerados del genero Agaricus
07031021;006;Chalotes p/siembra,frescos o refrigerados
05100010;006;Pancreas bovinos p/uso farmaceutico
05021090;006;Cerdas de jabali y sus desperdicios
05040090;006;Vejigas y estomagos de animales excluidos pescados
29333919;006;Compuestos heterociclicos c/heteroatomos de nitrogeno,c/fluor,bromo o ambos,ncop.
29333934;006;5-Etil-2,3-dicarboxipiridina(5-EPDC)
29333982;006;Clorhidrato de Mepivacaina
29333939;006;Fenoperidina y sus sales
29333932;006;Biperideno sus sales
29333921;006;Acido niflumico
29333948;006;Nimodipina
29334990;006;Compuestos heterociclicos c/heteroatomos de nitrogeno,c/ciclos quinoleina o isoquinoleina,ncop.
29335200;006;Malonilurea(acido barbiturico) y sus derivados
29335322;006;Butalbital y sus sales
29335400;006;Derivados ncop.de malonilurea(acido barbiturico) y sales de estos productos
29335949;006;Compuestos heterociclicos c/heteroatomos de nitrogeno,c/ciclo pirimidina y funciones alcohol,eter o ambas,ncop.
29335929;006;Compuestos heterociclicos c/heteroatomos de nitrogeno,c/un ciclo pirimidina y halogenos,ncop.
29335999;006;Compuestos heterociclicos c/heteroatomos de nitrogeno,c/un ciclo pirimidina,ncop.
29335945;006;Bisulfito de menadiona dimetilpirimidinol
29335916;006;Clorhidrato de Buspirona
29335912;006;Praziquantel
29335921;006;Bromacil
29336929;006;Compuestos heterociclicos c/heteroatomos de nitrogeno,c/ciclo triazina,c/funciones oxigenadas,ncop.
29336919;006;Compuestos heterociclicos c/heteroatomos de nitrogeno,c/un ciclo triazina,c/cloro,ncop.
84833021;006;Cojinetes c/diametro interior >= a 200 mm.
84833029;006;Cojinetes excluidos c/ diametro interior >= a 200 mm
84522925;006;Maquinas de coser collaretas,excluidas maquinas domesticas y unidades automaticas
84529020;006;Muebles,basamentos,tapas o cubiertas p/maquinas de coser y sus partes
84529081;006;Partes p/maquinas de coser domesticas,guia hilos,lanzaderas y porta bobinas
84529089;006;Partes p/maquinas de coser domesticas,ncop.
84529094;006;Cuerpos moldeados por fundicion p/maquinas de coser
84439942;006;Cabezales de impresion p/impresion por sistema termico
84439950;006;Mecanismos de impresion ncop.,sus partes y accesorios
84439970;006;Bandejas y gavetas,sus partes y accesorios,p/maquinas impresoras,copiadoras y de fax,incluso combinadas entre si,ncop.
84439990;006;Partes y accesorios,ncop.,p/maquinas impresoras,copiadoras y de fax,incluso combinadas entre si,ncop.
84433191;006;Maquinas que efectuen las siguientes funciones :impresion,copia o fax aptas p/conectarse a computadoras o redes ncop.,c/impresion por sistema termico
84433238;006;Impresoras c/velocidad de impresion <= a 45 paginas por minuto, ancho de impresion > a 420mm.,ncop.
84159010;006;"Unidades evaporadoras (internas) de aparatos p/acondicionamiento de aire del tipo sistema de elementos separados (""split-system""),c/capacidad <= a 30.000 frigorias/h"
84159090;006;Partes de maquinas y aparatos p/aire acondicionado,ncop.
84099921;006;Embolos (pistones) c/ diametro >= a 200 mm.p/motores ncop.
84099941;006;Bielas c/peso >= a 30 kg
84099949;006;Bielas excluidas c/peso >= a 30 kg
84099951;006;Culatas c/diametro >= a 200 mm.p/motores ncop.
84099961;006;Inyectores (incluidos los porta inyectores), c/ diametro >= a 20 mm
84099969;006;Inyectores (incluidos los porta inyectores), excluidos c/ diametro >= a 20 mm
38089311;006;Herbicidas presentados en envases exclusivamente de uso directo en aplicaciones domesticas  que contengan bromometano (bromuro de metilo) o bromoclorometano
38089319;006;Herbicidas presentados en envases exclusivamente de uso directo en aplicaciones domesticas excluidos que contengan bromometano (bromuro de metilo) o bromoclorometano
38089327;006;Herbicidas a base de imazetapir,acondicionados p/la venta por menor
38089333;006;Inhibidores de la germinacion acondicionados p/la venta por menor excluido que contengan bromometano (bromuro de metilo) o bromoclorometano
38089341;006;Reguladores del crecimiento de las plantas presentados en envases exclusivamente de uso directo en aplicaciones domesticas que contengan bromometano (bromuro de metilo) o bromoclorometano
38089349;006;Reguladores del crecimiento de las plantas presentados en envases exclusivamente de uso directo en aplicaciones domesticas excluido que contengan bromometano (bromuro de metilo) o bromoclorometano
38089352;006;Reguladores del crecimiento de las plantas a base de hidrazina maleica,acondicionados p/la venta por menor
38089411;006;Desinfectantes presentados en envases exclusivamente de uso directo en aplicaciones domesticas que contengan bromometano (bromuro de metilo) o bromoclorometano
38089419;006;Desinfectantes presentados en envases exclusivamente de uso directo en aplicaciones domesticas excluido que contengan bromometano (bromuro de metilo) o bromoclorometano
38089422;006;Desinfectantes acondicionados p/la venta por menor  a base de 2-(tiocianometiltio)benzotiazol
38089911;006;Raticidas y productos similares ncop.,presentados en envases exclusivamente de uso directo en aplicaciones domesticas que contengan bromometano (bromuro de metilo) o bromoclorometano
38089919;006;Raticidas y productos similares ncop.,presentados en envases exclusivamente de uso directo en aplicaciones domesticas excluido que contengan bromometano (bromuro de metilo) o bromoclorometano
38089920;006;Raticidas y productos similares ncop.,acondicionados p/la venta por menor que contengan bromometano (bromuro de metilo) o bromoclorometano
38089991;006;Acaricidas a base de Amitraz,Clorfenvinfos o Propargite,acondicionados p/la venta por menor
38089993;006;Acaricidas ncop.,acondicionados p/la venta por menor
38089994;006;Nematicidas a base de Metam Sodio,acondicionados p/la venta por menor
30045010;006;Medicamentos c/folinato de Calcio(Leucovorina),acondicionados p/la venta por menor
30049079;006;Medicamentos c/acidos nucleicos,compuestos heterociclicos ncop.,sulfonamidas,heterosidos o derivados ncop.,acondicionados p/la venta por menor
30049072;006;Medicamentos c/Sulfadiazina o su sal sodica,Sulfametazina o su sal sodica,Sulfametoxazol,acondicionados p/la venta por menor+C3401
30049028;006;Medicamentos c/sal sodica acido 9,11,15,-trihidroxi-16-(3-cloro-fenoxi)prosta-5-13-dien-1-oico,acondicionados p/la venta por menor
30049026;006;Medicamentos c/Acido lactico,sales o esteres,Acido 4-(4-hidroxifeni)-3-5-diiodofenilacetico,acondicionados p/la venta por menor
30049067;006;Medicamentos c/Nicarbazina,Norfloxazina,Sultoprida,maleatos de piperazina o de Pirilamina,acondicionados p/la venta por menor
30039075;006;Medicamentos c/Fenitoina,Benzetimida,Minoxidil,Pirazinamida,Isoniazida,clorh.de Buspirona,s/acondicionar para la venta por menor
30039077;006;Medicamentos c/Nicarbazina,Norfloxazina,Sultoprida,maleatos de Enalapril y de Pirilamina,s/acondicionar para la venta por menor
30039016;006;Medicamentos c/esteres de las Vitaminas A y D3,concentrados de:A>=1500000UI/g,D3>=50000UI/g,s/acondicionar p/la venta por menor
30039082;006;Medicamentos c/Sulfadiazina o su sal sodica,Sulfametazina o su sal sodica,Sulfametoxazol,s/acondicionar para la venta por menor
30039074;006;Medicamentos c/Triazolam,Alprazolam,Diazepam,Cloxazolam,Bromazepam,Mazindol,Droperidol,s/acondicionar para la venta por menor
30039088;006;Topotecan o su clorhidrato,Uracil y Tefagur,Ritonavir,Teniposido,Fosfato de Fludarabina,s/acondicionar p/la venta por menor
21011200;006;Preparaciones a base de extractos,esencias y concentrados de cafe
21012020;006;Extractos,esencias y concentrados de yerba mate
21013000;006;Achicoria tostada y otros sucedaneos del cafe tostado,sus extractos,esencias y concentrados
21023000;006;Polvos p/hornear preparados
21032090;006;"""Ketchup"" y otras salsas de tomate en envases > a 1kg."
21033010;006;Harina de mostaza
21039099;006;Preparaciones p/salsas y salsas preparadas ncop.,en envases > a 1kg.
28030011;006;Negro de Acetileno
28046100;006;Silicio c/contenido >= en peso al 99,99%
28051990;006;Metales alcalinos o alcalinoterreos excluido sodio,calcio,estroncio y bario
28054000;006;Mercurio
28061020;006;Cloruro de hidrogeno(acido clorhidrico)en disolucion acuosa
28092019;006;Acido fosforico excluido c/contenido de arsenico >= a 8ppm
28092030;006;Acido pirofosforico
28092020;006;Acido metafosforico
28111100;006;Fluoruro de hidrogeno (acido fluorhidrico)
28111990;006;Acidos inorganicos ncop.
28112210;006;Dioxido de silicio obtenido x precipitacion quimica,en polvo
28129000;006;Otros halogenuros y oxihalogenuros de los elementos no metalicos excluidos cloruros y oxicloruros
28139010;006;Pentasulfuro de difosforo
28151100;006;Hidroxido de sodio(soda caustica)solido
28153000;006;Peroxido de sodio o de potasio
28164090;006;Oxidos,hidroxidos y peroxidos de estroncio o bario excluido hidroxido de bario
28181010;006;Corindon artificial blanco,p/pasar por tamiz c/abertura de malla de 63 micrometros en una proporcion de peso > al 90%
28182010;006;Alumina calcinada
28209030;006;Tetraoxido de trimanganeso
28211020;006;Oxido ferrosoferrico,c/contenido Fe3O4 >= a 93%
28212000;006;Tierras colorantes c/hierro combinado >= al 70% en peso
28220010;006;Tetraoxido de tricobalto
28251020;006;Hidroxilamina y sus sales inorganicas
28253090;006;Oxidos e hidroxidos de vanadio excluido pentoxido de divanadio
28255090;006;Oxidos e hidroxidos de cobre ncop.
28257010;006;Trioxido de molibdeno
28259090;006;Oxidos,hidroxidos,peroxidos de otros metales ncop.
28269090;006;Otras sales complejas de fluor ncop.
28272010;006;Cloruro de calcio,c/contenido CaC12 >= al 98% en base seca
28273950;006;Cloruro de antimonio
28273993;006;Cloruro de cromo
28274120;006;Hidroxicloruros de cobre
24029000;006;Cigarros o puros,puritos y cigarrillos de sucedaneos del tabaco
24039990;006;Tabacos y sus sucedaneos ncop.
25010020;006;Sal de mesa
25030090;006;Azufre excluido a granel y el sublimado,precipitado y coloidal
29161600;006;Binapacril (ISO)
29124949;006;Otros aldehidos-alcoholes ncop.
29089200;006;4,6-Dinitro-o-cresol y sus sales
29037931;006;Halotano
29037939;006;Bromoclorotrifluoroetanos excluido halotano
29038110;006;Lindano
29038190;006;1,2,3,4,5,6-Hexaclorociclohexano excluido lindano
29038220;006;Clordano
29038230;006;Heptacloro
66020000;006;Bastones,bastones asiento,latigos,fustas y articulos similares
73239300;006;Articulos de uso domestico y partes,de acero inoxidable
73239200;006;Articulos de uso domestico y partes,de fundicion,esmaltados
28332990;006;Sulfatos ncop.
28332950;006;Sulfato neutro de plomo
28332930;006;Sulfato de estroncio
28332920;006;Sulfato de litio
28332910;006;Sulfato de antimonio
28332790;006;Sulfato de bario ncop.
28332520;006;Sulfato cuprico
29012100;006;Etileno
28500020;006;Siliciuro de calcio
28500010;006;Nitruro de boro
28499090;006;Otros carburos ncop.
29032900;006;Otros derivados clorados no saturados de los hidrocarburos aciclicos ncop.
29032100;006;Cloruro de vinilo(cloroetileno)
29031990;006;Otros derivados clorados saturados de los hidrocarburos aciclicos ncop.
29031920;006;1,1,2-Tricloroetano
29031300;006;Cloroformo(triclorometano)
29031200;006;Diclorometano(cloruro de metileno)
29031110;006;Clorometano(cloruro de metilo)
29029030;006;Antraceno
29029020;006;Naftaleno
24012010;006;Tabaco desvenado o desnervado,en hojas s/secar ni fermentar
24011090;006;Tabaco s/desvenar o desnervar ncop.
24011030;006;Tabaco s/desvenar o desnervar,en hojas secas en secadero de aire caliente del tipo Virginia
24011010;006;Tabaco s/desvenar o desnervar,en hojas s/secar ni fermentar
23099090;006;Preparaciones p/alimentacion de animales,ncop.
23099030;006;Galletas p/animales
23099010;006;Preparaciones alimenticias p/animales c/elementos nutritivos balanceado(piensos compuestos completos)
23080000;006;Materias y desperdicios vegetales ncop.,utilizados p/alimentacion de animales
23066000;006;Tortas y residuos solidos de grasas o aceites de  nuez o de almendra de palma
23064900;006;Tortas,residuos solidos de grasas o aceites de nabo o colza excluido c/bajo contenido de acido erucico
23063090;006;Residuos solidos ncop.de grasas o aceites de algodon
23062000;006;Tortas y residuos solidos de grasas o aceites de lino
23050000;006;Tortas y residuos solidos de la extraccion del aceite de mani
23040010;006;"Harina y ""pellets"" de la extraccion del aceite de soja"
25169000;006;Otras piedras de talla o construccion ncop.
25161200;006;Granito,en bloques o placas cuadradas o rectangulares
37012010;006;Peliculas fotograficas planas autorrevelables,sensibilizadas,s/impresionar,p/fotografia en colores
37011029;006;Placas y peliculas planas,fotograficas,sensibilizadas en ambas caras,s/impresionar,p/rayos x,ncop.
36069000;006;Ferrocerio y otras aleaciones piroforicas,articulos de materias inflamables ncop.
36050000;006;Fosforos (cerillas)
36049090;006;Petardos y otros articulos de pirotecnia,ncop.
36041000;006;Articulos p/fuegos artificiales
36020000;006;Explosivos preparados excluidas polvoras
36010000;006;Polvoras
35079042;006;Preparaciones enzimaticas a base de transglutaminasa
35079041;006;Preparaciones enzimaticas a base de celulasas
35079025;006;Enzimas preparadas a base de mezclas de estreptoquinasa y estreptodornasa
12074010;006;Semilla de sesamo p/siembra
12079110;006;Semilla de amapola p/siembra
12091000;006;Semilla de remolacha azucarera p/siembra
12092300;006;Semilla de festucas p/siembra
04061090;006;Queso fresco (s/madurar)excluida mozzarella
04064000;006;Queso de pasta azul
04069030;006;Queso de pasta blanda,c/contenido de humedad >= al 46,0% y < al 55,0%
12149000;006;"Plantas,raices y productos forrajeros excluidas harina y ""pellets"" de alfalfa"
13021200;006;Jugo y extracto de regaliz
13021920;006;Jugo y extracto de semilla de toronja o pomelo
13021940;006;Jugo y extracto de valepotriatos
13021910;006;Jugo y extracto de papaya
13023219;006;Mucilagos y espesativos derivados de la algarroba o su semilla,excluida harina de endosperma
13023220;006;Mucilagos y espesativos derivados de semillas de guar
14019000;006;Materias vegetales p/cesteria o esparteria excluidos bambu y roten
14042090;006;Linteres de algodon excluidos en bruto
15030000;006;Estearina solar,aceite de manteca de cerdo,oleoestearina,oleomargarina y aceite de sebo
15041011;006;Aceite de higado de bacalao en bruto
73042990;006;Tubos s/costura de hierro o acero,p/entubacion o produccion de pozos de petroleo o gas,ncop.
72104990;006;Productos laminados planos de hierro,acero s/alear,ancho >= a 600mm.,cincados excluido electroliticamente,espesor >= a 4,75mm.,ncop.
72103090;006;Productos laminados planos de hierro,acero s/alear,ancho >= a 600mm.,cincados electroliticamente,espesor >= a 4,75mm.
72099000;006;Productos planos de hierro,acero s/alear,laminados en frio,ancho >= a 600mm.enrollados,s/enrollar s/chapar,ncop.
72092700;006;Productos planos de hierro,acero s/alear,laminados en frio,ancho >= a 600mm.s/enrollar s/chapar,espesor >= a 0,5mm.y <= a 1mm.
72091800;006;Productos planos de hierro,acero s/alear,laminados en frio,ancho >= a 600mm.enrollados s/chapar,espesor < a 0,5mm.
72091500;006;Productos planos de hierro,acero s/alear,laminados en frio,ancho >= a 600mm.enrollados s/chapar,espesor >= a 3mm.
72085300;006;Productos planos de hierro,acero s/alear,laminados en caliente,ancho >= a 600mm.s/enrollar s/chapar,espesor >= a 3mm.y < a 4,75mm.
72084000;006;Productos planos de hierro,acero s/alear,laminados en caliente,ancho >= a 600mm.s/enrollados s/chapar,c/motivos en relieve
72083690;006;Productos planos de hierro,acero s/alear,laminados en caliente,ancho >= a 600mm.enrollados s/chapar,espesor > a 10mm.,ncop.
72082710;006;Productos planos de hierro,acero s/alear,laminados en caliente,ancho >= a 600mm.enrollados s/chapar,espsor < a 3mm.elasticidad >= 275MPa
72082500;006;Productos planos de hierro,acero s/alear,laminados en caliente,ancho >= a 600mm.enrollados s/chapar,espesor >= a 4,75mm.,decapados
72071900;006;Otros semielaborados de hierro,acero s/alear c/contenido carbono < a  0,25% ncop.
72287000;006;Perfiles de otros aceros aleados ncop.
72285000;006;Barras de otros aceros aleados ncop.obtenidas en frio
72284000;006;Barras de otros aceros aleados ncop.,forjadas
72282000;006;Barras de acero silicomanganeso
72281010;006;Barras de acero rapido,laminadas en caliente
72279000;006;Alambron de otros aceros aleados ncop.
72271000;006;Alambron de acero rapido
